trial,preprocess,pca_dim,model,noise_sigma,test_accuracy,cv_mean_accuracy,cv_std_accuracy,best_params_json,feature_dim_after_transform,prediction_file
0,pca,512.0,logistic,0.3,0.851,0.8859999999999999,0.011135528725660017,"{""C"": 0.1}",512,prediction_artifacts/trial0__pca__pca512__logistic.npz
0,pca,512.0,logistic,0.4,0.786,0.8859999999999999,0.011135528725660017,"{""C"": 0.1}",512,prediction_artifacts/trial0__pca__pca512__logistic.npz
0,pca,512.0,linear_svm,0.0,0.878,0.8800000000000001,0.014230249470757697,"{""C"": 0.01}",512,prediction_artifacts/trial0__pca__pca512__linear_svm.npz
0,pca,512.0,linear_svm,0.1,0.8815,0.8800000000000001,0.014230249470757697,"{""C"": 0.01}",512,prediction_artifacts/trial0__pca__pca512__linear_svm.npz
0,pca,512.0,linear_svm,0.2,0.8695,0.8800000000000001,0.014230249470757697,"{""C"": 0.01}",512,prediction_artifacts/trial0__pca__pca512__linear_svm.npz
0,pca,512.0,linear_svm,0.3,0.838,0.8800000000000001,0.014230249470757697,"{""C"": 0.01}",512,prediction_artifacts/trial0__pca__pca512__linear_svm.npz
0,pca,512.0,linear_svm,0.4,0.764,0.8800000000000001,0.014230249470757697,"{""C"": 0.01}",512,prediction_artifacts/trial0__pca__pca512__linear_svm.npz
0,pca,512.0,knn,0.0,0.9255,0.9165000000000001,0.013190905958272929,"{""n_neighbors"": 3, ""weights"": ""distance""}",512,prediction_artifacts/trial0__pca__pca512__knn.npz
0,pca,512.0,knn,0.1,0.924,0.9165000000000001,0.013190905958272929,"{""n_neighbors"": 3, ""weights"": ""distance""}",512,prediction_artifacts/trial0__pca__pca512__knn.npz
0,pca,512.0,knn,0.2,0.929,0.9165000000000001,0.013190905958272929,"{""n_neighbors"": 3, ""weights"": ""distance""}",512,prediction_artifacts/trial0__pca__pca512__knn.npz
0,pca,512.0,knn,0.3,0.912,0.9165000000000001,0.013190905958272929,"{""n_neighbors"": 3, ""weights"": ""distance""}",512,prediction_artifacts/trial0__pca__pca512__knn.npz
0,pca,512.0,knn,0.4,0.9175,0.9165000000000001,0.013190905958272929,"{""n_neighbors"": 3, ""weights"": ""distance""}",512,prediction_artifacts/trial0__pca__pca512__knn.npz
0,standard_pca,16.0,logistic,0.0,0.853,0.8334999999999999,0.008455767262643885,"{""C"": 1.0}",16,prediction_artifacts/trial0__standard_pca__pca16__logistic.npz
0,standard_pca,16.0,logistic,0.1,0.6895,0.8334999999999999,0.008455767262643885,"{""C"": 1.0}",16,prediction_artifacts/trial0__standard_pca__pca16__logistic.npz
0,standard_pca,16.0,logistic,0.2,0.4485,0.8334999999999999,0.008455767262643885,"{""C"": 1.0}",16,prediction_artifacts/trial0__standard_pca__pca16__logistic.npz
0,standard_pca,16.0,logistic,0.3,0.2995,0.8334999999999999,0.008455767262643885,"{""C"": 1.0}",16,prediction_artifacts/trial0__standard_pca__pca16__logistic.npz
0,standard_pca,16.0,logistic,0.4,0.2335,0.8334999999999999,0.008455767262643885,"{""C"": 1.0}",16,prediction_artifacts/trial0__standard_pca__pca16__logistic.npz
0,standard_pca,16.0,linear_svm,0.0,0.8355,0.8150000000000001,0.010606601717798191,"{""C"": 10.0}",16,prediction_artifacts/trial0__standard_pca__pca16__linear_svm.npz
0,standard_pca,16.0,linear_svm,0.1,0.6735,0.8150000000000001,0.010606601717798191,"{""C"": 10.0}",16,prediction_artifacts/trial0__standard_pca__pca16__linear_svm.npz
0,standard_pca,16.0,linear_svm,0.2,0.393,0.8150000000000001,0.010606601717798191,"{""C"": 10.0}",16,prediction_artifacts/trial0__standard_pca__pca16__linear_svm.npz
0,standard_pca,16.0,linear_svm,0.3,0.2655,0.8150000000000001,0.010606601717798191,"{""C"": 10.0}",16,prediction_artifacts/trial0__standard_pca__pca16__linear_svm.npz
0,standard_pca,16.0,linear_svm,0.4,0.21,0.8150000000000001,0.010606601717798191,"{""C"": 10.0}",16,prediction_artifacts/trial0__standard_pca__pca16__linear_svm.npz
0,standard_pca,16.0,knn,0.0,0.8915,0.8835000000000001,0.010198039027185567,"{""n_neighbors"": 5, ""weights"": ""distance""}",16,prediction_artifacts/trial0__standard_pca__pca16__knn.npz
0,standard_pca,16.0,knn,0.1,0.822,0.8835000000000001,0.010198039027185567,"{""n_neighbors"": 5, ""weights"": ""distance""}",16,prediction_artifacts/trial0__standard_pca__pca16__knn.npz
0,standard_pca,16.0,knn,0.2,0.558,0.8835000000000001,0.010198039027185567,"{""n_neighbors"": 5, ""weights"": ""distance""}",16,prediction_artifacts/trial0__standard_pca__pca16__knn.npz
0,standard_pca,16.0,knn,0.3,0.3685,0.8835000000000001,0.010198039027185567,"{""n_neighbors"": 5, ""weights"": ""distance""}",16,prediction_artifacts/trial0__standard_pca__pca16__knn.npz
0,standard_pca,16.0,knn,0.4,0.263,0.8835000000000001,0.010198039027185567,"{""n_neighbors"": 5, ""weights"": ""distance""}",16,prediction_artifacts/trial0__standard_pca__pca16__knn.npz
0,standard_pca,32.0,logistic,0.0,0.867,0.8720000000000001,0.015280706789936118,"{""C"": 1.0}",32,prediction_artifacts/trial0__standard_pca__pca32__logistic.npz
0,standard_pca,32.0,logistic,0.1,0.7845,0.8720000000000001,0.015280706789936118,"{""C"": 1.0}",32,prediction_artifacts/trial0__standard_pca__pca32__logistic.npz
0,standard_pca,32.0,logistic,0.2,0.6255,0.8720000000000001,0.015280706789936118,"{""C"": 1.0}",32,prediction_artifacts/trial0__standard_pca__pca32__logistic.npz
0,standard_pca,32.0,logistic,0.3,0.473,0.8720000000000001,0.015280706789936118,"{""C"": 1.0}",32,prediction_artifacts/trial0__standard_pca__pca32__logistic.npz
0,standard_pca,32.0,logistic,0.4,0.3705,0.8720000000000001,0.015280706789936118,"{""C"": 1.0}",32,prediction_artifacts/trial0__standard_pca__pca32__logistic.npz
0,standard_pca,32.0,linear_svm,0.0,0.8655,0.8664999999999999,0.010677078252031298,"{""C"": 1.0}",32,prediction_artifacts/trial0__standard_pca__pca32__linear_svm.npz
0,standard_pca,32.0,linear_svm,0.1,0.525,0.8664999999999999,0.010677078252031298,"{""C"": 1.0}",32,prediction_artifacts/trial0__standard_pca__pca32__linear_svm.npz
