trial,preprocess,pca_dim,model,params_json,mean_cv_accuracy,std_cv_accuracy,cv_folds_used
0,standard_pca,256.0,knn,"{""n_neighbors"": 1, ""weights"": ""distance""}",0.8625,0.01942935922772546,5
0,standard_pca,256.0,knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.866,0.016777961735562497,5
0,standard_pca,256.0,knn,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.8710000000000001,0.01861451046898629,5
0,standard_pca,256.0,knn,"{""n_neighbors"": 5, ""weights"": ""uniform""}",0.8595,0.011554220008291352,5
0,standard_pca,256.0,knn,"{""n_neighbors"": 5, ""weights"": ""distance""}",0.8714999999999999,0.018207141456033103,5
0,standard_pca,256.0,knn,"{""n_neighbors"": 7, ""weights"": ""uniform""}",0.8590000000000002,0.009165151389911686,5
0,standard_pca,256.0,knn,"{""n_neighbors"": 7, ""weights"": ""distance""}",0.868,0.009539392014169463,5
0,standard_pca,256.0,knn,"{""n_neighbors"": 11, ""weights"": ""uniform""}",0.8564999999999999,0.012103718436910195,5
0,standard_pca,256.0,knn,"{""n_neighbors"": 11, ""weights"": ""distance""}",0.8634999999999999,0.015049916943292383,5
0,standard_pca,512.0,logistic,"{""C"": 0.01}",0.8795,0.012980754985747148,5
0,standard_pca,512.0,logistic,"{""C"": 0.1}",0.8825000000000001,0.012449899597988725,5
0,standard_pca,512.0,logistic,"{""C"": 1.0}",0.8844999999999998,0.014696938456699081,5
0,standard_pca,512.0,logistic,"{""C"": 10.0}",0.8835000000000001,0.012409673645990849,5
0,standard_pca,512.0,logistic,"{""C"": 100.0}",0.8825,0.01151086443322131,5
0,standard_pca,512.0,linear_svm,"{""C"": 0.01}",0.8385,0.010559356040971454,5
0,standard_pca,512.0,linear_svm,"{""C"": 0.1}",0.8115,0.009300537618869127,5
0,standard_pca,512.0,linear_svm,"{""C"": 1.0}",0.7914999999999999,0.01471393896956216,5
0,standard_pca,512.0,linear_svm,"{""C"": 10.0}",0.7845,0.017705931209625783,5
0,standard_pca,512.0,linear_svm,"{""C"": 100.0}",0.781,0.016324827717314524,5
0,standard_pca,512.0,knn,"{""n_neighbors"": 1, ""weights"": ""uniform""}",0.858,0.015033296378372911,5
0,standard_pca,512.0,knn,"{""n_neighbors"": 1, ""weights"": ""distance""}",0.858,0.015033296378372911,5
0,standard_pca,512.0,knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.8550000000000001,0.013874436925511621,5
0,standard_pca,512.0,knn,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.86,0.016807736313971634,5
0,standard_pca,512.0,knn,"{""n_neighbors"": 5, ""weights"": ""uniform""}",0.852,0.010653637876331279,5
0,standard_pca,512.0,knn,"{""n_neighbors"": 5, ""weights"": ""distance""}",0.8605,0.016077935190813537,5
0,standard_pca,512.0,knn,"{""n_neighbors"": 7, ""weights"": ""uniform""}",0.8550000000000001,0.010246950765959608,5
0,standard_pca,512.0,knn,"{""n_neighbors"": 7, ""weights"": ""distance""}",0.8615,0.010677078252031288,5
0,standard_pca,512.0,knn,"{""n_neighbors"": 11, ""weights"": ""uniform""}",0.8470000000000001,0.010885770528538646,5
0,standard_pca,512.0,knn,"{""n_neighbors"": 11, ""weights"": ""distance""}",0.8575000000000002,0.015811388300841868,5
1,raw,,logistic,"{""C"": 0.01}",0.8825,0.017175564037317678,5
1,raw,,logistic,"{""C"": 0.1}",0.8925000000000001,0.009082951062292496,5
1,raw,,logistic,"{""C"": 1.0}",0.8885,0.015620499351813316,5
1,raw,,logistic,"{""C"": 10.0}",0.8865000000000001,0.013928388277184138,5
1,raw,,logistic,"{""C"": 100.0}",0.8865000000000001,0.014456832294800956,5
1,raw,,linear_svm,"{""C"": 0.01}",0.8859999999999999,0.008602325267042597,5
1,raw,,linear_svm,"{""C"": 0.1}",0.8825,0.010606601717798191,5
1,raw,,linear_svm,"{""C"": 1.0}",0.8644999999999999,0.013546217184144047,5
1,raw,,linear_svm,"{""C"": 10.0}",0.8630000000000001,0.016688319268278635,5
1,raw,,linear_svm,"{""C"": 100.0}",0.8619999999999999,0.015280706789936125,5
1,raw,,knn,"{""n_neighbors"": 1, ""weights"": ""uniform""}",0.9205,0.007648529270389175,5
1,raw,,knn,"{""n_neighbors"": 1, ""weights"": ""distance""}",0.9205,0.007648529270389175,5
1,raw,,knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.9125,0.008514693182963207,5
1,raw,,knn,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.9145,0.007141428428542859,5
1,raw,,knn,"{""n_neighbors"": 5, ""weights"": ""uniform""}",0.9075000000000001,0.01151086443322134,5
1,raw,,knn,"{""n_neighbors"": 5, ""weights"": ""distance""}",0.9109999999999999,0.011895377253370327,5
1,raw,,knn,"{""n_neighbors"": 7, ""weights"": ""uniform""}",0.908,0.014949916387726076,5
1,raw,,knn,"{""n_neighbors"": 7, ""weights"": ""distance""}",0.9119999999999999,0.011979148550710958,5
1,raw,,knn,"{""n_neighbors"": 11, ""weights"": ""uniform""}",0.9039999999999999,0.011789826122551594,5
1,raw,,knn,"{""n_neighbors"": 11, ""weights"": ""distance""}",0.908,0.011000000000000001,5
1,standard,,logistic,"{""C"": 0.01}",0.8880000000000001,0.00992471662063962,5
1,standard,,logistic,"{""C"": 0.1}",0.8939999999999999,0.009300537618869155,5
1,standard,,logistic,"{""C"": 1.0}",0.8935000000000001,0.009949874371066205,5
1,standard,,logistic,"{""C"": 10.0}",0.8945000000000001,0.008124038404635976,5
1,standard,,logistic,"{""C"": 100.0}",0.8939999999999999,0.007842193570679045,5
1,standard,,linear_svm,"{""C"": 0.01}",0.8479999999999999,0.0175641680702503,5
1,standard,,linear_svm,"{""C"": 0.1}",0.8195,0.013820274961085226,5
1,standard,,linear_svm,"{""C"": 1.0}",0.796,0.008455767262643873,5
1,standard,,linear_svm,"{""C"": 10.0}",0.7885,0.012708265027138831,5
1,standard,,linear_svm,"{""C"": 100.0}",0.7875,0.013038404810405304,5
1,standard,,knn,"{""n_neighbors"": 1, ""weights"": ""uniform""}",0.8644999999999999,0.011979148550710916,5
1,standard,,knn,"{""n_neighbors"": 1, ""weights"": ""distance""}",0.8644999999999999,0.011979148550710916,5
1,standard,,knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.869,0.015215124054702937,5
1,standard,,knn,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.8719999999999999,0.010295630140986993,5
1,standard,,knn,"{""n_neighbors"": 5, ""weights"": ""uniform""}",0.868,0.012786711852544416,5
1,standard,,knn,"{""n_neighbors"": 5, ""weights"": ""distance""}",0.874,0.01250999600319679,5
1,standard,,knn,"{""n_neighbors"": 7, ""weights"": ""uniform""}",0.8634999999999999,0.010793516572461434,5
1,standard,,knn,"{""n_neighbors"": 7, ""weights"": ""distance""}",0.8714999999999999,0.01124722187920198,5
1,standard,,knn,"{""n_neighbors"": 11, ""weights"": ""uniform""}",0.8575000000000002,0.017029386365926377,5
1,standard,,knn,"{""n_neighbors"": 11, ""weights"": ""distance""}",0.8640000000000001,0.014370107863199899,5
1,minmax,,logistic,"{""C"": 0.01}",0.882,0.01638596960817393,5
1,minmax,,logistic,"{""C"": 0.1}",0.8935000000000001,0.00845576726264388,5
1,minmax,,logistic,"{""C"": 1.0}",0.889,0.016248076809271938,5
1,minmax,,logistic,"{""C"": 10.0}",0.8865000000000001,0.014882876066137214,5
1,minmax,,logistic,"{""C"": 100.0}",0.8870000000000001,0.014611639196202448,5
1,minmax,,linear_svm,"{""C"": 0.01}",0.8859999999999999,0.008602325267042597,5
1,minmax,,linear_svm,"{""C"": 0.1}",0.8825,0.010368220676663842,5
1,minmax,,linear_svm,"{""C"": 1.0}",0.8640000000000001,0.014370107863199911,5
1,minmax,,linear_svm,"{""C"": 10.0}",0.8619999999999999,0.01698528775146303,5
1,minmax,,linear_svm,"{""C"": 100.0}",0.8605,0.016462077633154337,5
1,minmax,,knn,"{""n_neighbors"": 1, ""weights"": ""uniform""}",0.9205,0.007648529270389175,5
1,minmax,,knn,"{""n_neighbors"": 1, ""weights"": ""distance""}",0.9205,0.007648529270389175,5
1,minmax,,knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.9125,0.008514693182963207,5
1,minmax,,knn,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.915,0.00758287544405155,5
1,minmax,,knn,"{""n_neighbors"": 5, ""weights"": ""uniform""}",0.907,0.011554220008291342,5
1,minmax,,knn,"{""n_neighbors"": 5, ""weights"": ""distance""}",0.9100000000000001,0.011832159566199244,5
1,minmax,,knn,"{""n_neighbors"": 7, ""weights"": ""uniform""}",0.908,0.014949916387726076,5
1,minmax,,knn,"{""n_neighbors"": 7, ""weights"": ""distance""}",0.9125,0.012041594578792315,5
1,minmax,,knn,"{""n_neighbors"": 11, ""weights"": ""uniform""}",0.9039999999999999,0.011789826122551594,5
1,minmax,,knn,"{""n_neighbors"": 11, ""weights"": ""distance""}",0.907,0.010653637876331267,5
1,pca,16.0,logistic,"{""C"": 0.01}",0.8295,0.01317193987231951,5
1,pca,16.0,logistic,"{""C"": 0.1}",0.8435,0.010440306508910565,5
1,pca,16.0,logistic,"{""C"": 1.0}",0.8515,0.012509996003196805,5
1,pca,16.0,logistic,"{""C"": 10.0}",0.8504999999999999,0.01568438714135814,5
1,pca,16.0,logistic,"{""C"": 100.0}",0.851,0.014713938969562157,5
1,pca,16.0,linear_svm,"{""C"": 0.01}",0.8035,0.009823441352194241,5
1,pca,16.0,linear_svm,"{""C"": 0.1}",0.8275,0.007071067811865489,5
1,pca,16.0,linear_svm,"{""C"": 1.0}",0.8324999999999999,0.004472135954999596,5
1,pca,16.0,linear_svm,"{""C"": 10.0}",0.8310000000000001,0.0020000000000000074,5
1,pca,16.0,linear_svm,"{""C"": 100.0}",0.8310000000000001,0.0020000000000000074,5
1,pca,16.0,knn,"{""n_neighbors"": 1, ""weights"": ""uniform""}",0.9155,0.004847679857416354,5
1,pca,16.0,knn,"{""n_neighbors"": 1, ""weights"": ""distance""}",0.9155,0.004847679857416354,5
1,pca,16.0,knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.9200000000000002,0.009082951062292495,5
1,pca,16.0,knn,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.923,0.0074833147735479,5
1,pca,16.0,knn,"{""n_neighbors"": 5, ""weights"": ""uniform""}",0.9189999999999999,0.012903487900563976,5
1,pca,16.0,knn,"{""n_neighbors"": 5, ""weights"": ""distance""}",0.922,0.009669539802906878,5
1,pca,16.0,knn,"{""n_neighbors"": 7, ""weights"": ""uniform""}",0.9195,0.014352700094407337,5
1,pca,16.0,knn,"{""n_neighbors"": 7, ""weights"": ""distance""}",0.9209999999999999,0.012103718436910198,5
1,pca,16.0,knn,"{""n_neighbors"": 11, ""weights"": ""uniform""}",0.9174999999999999,0.011832159566199249,5
1,pca,16.0,knn,"{""n_neighbors"": 11, ""weights"": ""distance""}",0.9200000000000002,0.010839741694339426,5
1,pca,32.0,logistic,"{""C"": 0.01}",0.8630000000000001,0.019773719933285177,5
1,pca,32.0,logistic,"{""C"": 0.1}",0.8779999999999999,0.01770593120962576,5
1,pca,32.0,logistic,"{""C"": 1.0}",0.8785000000000001,0.017930421077041087,5
1,pca,32.0,logistic,"{""C"": 10.0}",0.8719999999999999,0.016077935190813526,5
1,pca,32.0,logistic,"{""C"": 100.0}",0.8714999999999999,0.0163248277173145,5
1,pca,32.0,linear_svm,"{""C"": 0.01}",0.8575000000000002,0.017677669529663674,5
1,pca,32.0,linear_svm,"{""C"": 0.1}",0.8655000000000002,0.015362291495737205,5
1,pca,32.0,linear_svm,"{""C"": 1.0}",0.8630000000000001,0.014352700094407337,5
1,pca,32.0,linear_svm,"{""C"": 10.0}",0.861,0.013838352503098079,5
1,pca,32.0,linear_svm,"{""C"": 100.0}",0.8605,0.014696938456699083,5
1,pca,32.0,knn,"{""n_neighbors"": 1, ""weights"": ""uniform""}",0.9345000000000001,0.0043011626335213065,5
1,pca,32.0,knn,"{""n_neighbors"": 1, ""weights"": ""distance""}",0.9345000000000001,0.0043011626335213065,5
1,pca,32.0,knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.9275,0.007071067811865474,5
1,pca,32.0,knn,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.9334999999999999,0.008455767262643863,5
1,pca,32.0,knn,"{""n_neighbors"": 5, ""weights"": ""uniform""}",0.9295,0.01017349497468789,5
1,pca,32.0,knn,"{""n_neighbors"": 5, ""weights"": ""distance""}",0.9359999999999999,0.008154753215150017,5
1,pca,32.0,knn,"{""n_neighbors"": 7, ""weights"": ""uniform""}",0.9265000000000001,0.013747727084867484,5
1,pca,32.0,knn,"{""n_neighbors"": 7, ""weights"": ""distance""}",0.933,0.012083045973594529,5
1,pca,32.0,knn,"{""n_neighbors"": 11, ""weights"": ""uniform""}",0.9254999999999999,0.011554220008291323,5
1,pca,32.0,knn,"{""n_neighbors"": 11, ""weights"": ""distance""}",0.9285,0.008602325267042634,5
1,pca,64.0,logistic,"{""C"": 0.01}",0.8789999999999999,0.019532024984624623,5
1,pca,64.0,logistic,"{""C"": 0.1}",0.8924999999999998,0.014404860290887936,5
1,pca,64.0,logistic,"{""C"": 1.0}",0.8885,0.012409673645990878,5
1,pca,64.0,logistic,"{""C"": 10.0}",0.883,0.017204650534085247,5
1,pca,64.0,logistic,"{""C"": 100.0}",0.884,0.017507141400011597,5
1,pca,64.0,linear_svm,"{""C"": 0.01}",0.8800000000000001,0.008215838362577471,5
1,pca,64.0,linear_svm,"{""C"": 0.1}",0.8865000000000001,0.011895377253370318,5
1,pca,64.0,linear_svm,"{""C"": 1.0}",0.885,0.01341640786499875,5
1,pca,64.0,linear_svm,"{""C"": 10.0}",0.874,0.014195069566578395,5
1,pca,64.0,linear_svm,"{""C"": 100.0}",0.873,0.015443445211480488,5
1,pca,64.0,knn,"{""n_neighbors"": 1, ""weights"": ""uniform""}",0.931,0.008455767262643849,5
1,pca,64.0,knn,"{""n_neighbors"": 1, ""weights"": ""distance""}",0.931,0.008455767262643849,5
1,pca,64.0,knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.925,0.008660254037844406,5
1,pca,64.0,knn,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.9305,0.009273618495495713,5
1,pca,64.0,knn,"{""n_neighbors"": 5, ""weights"": ""uniform""}",0.9189999999999999,0.01280624847486571,5
1,pca,64.0,knn,"{""n_neighbors"": 5, ""weights"": ""distance""}",0.9244999999999999,0.012186057606953928,5
1,pca,64.0,knn,"{""n_neighbors"": 7, ""weights"": ""uniform""}",0.9195,0.011979148550710932,5
1,pca,64.0,knn,"{""n_neighbors"": 7, ""weights"": ""distance""}",0.9245000000000001,0.012980754985747151,5
1,pca,64.0,knn,"{""n_neighbors"": 11, ""weights"": ""uniform""}",0.914,0.010074720839804931,5
1,pca,64.0,knn,"{""n_neighbors"": 11, ""weights"": ""distance""}",0.9175000000000001,0.009354143466934844,5
1,pca,128.0,logistic,"{""C"": 0.01}",0.882,0.015763882770434442,5
1,pca,128.0,logistic,"{""C"": 0.1}",0.8925000000000001,0.013509256086106284,5
1,pca,128.0,logistic,"{""C"": 1.0}",0.8855000000000001,0.01503329637837288,5
1,pca,128.0,logistic,"{""C"": 10.0}",0.884,0.015620499351813302,5
1,pca,128.0,logistic,"{""C"": 100.0}",0.883,0.01705872210923197,5
1,pca,128.0,linear_svm,"{""C"": 0.01}",0.8825,0.013784048752090215,5
1,pca,128.0,linear_svm,"{""C"": 0.1}",0.884,0.013472193585307468,5
1,pca,128.0,linear_svm,"{""C"": 1.0}",0.857,0.02088061301782112,5
1,pca,128.0,linear_svm,"{""C"": 10.0}",0.835,0.02302172886644269,5
1,pca,128.0,linear_svm,"{""C"": 100.0}",0.8095000000000001,0.028124722220850457,5
1,pca,128.0,knn,"{""n_neighbors"": 1, ""weights"": ""uniform""}",0.9225000000000001,0.006519202405202638,5
1,pca,128.0,knn,"{""n_neighbors"": 1, ""weights"": ""distance""}",0.9225000000000001,0.006519202405202638,5
1,pca,128.0,knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.915,0.008803408430829518,5
1,pca,128.0,knn,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.9175000000000001,0.00894427190999916,5
1,pca,128.0,knn,"{""n_neighbors"": 5, ""weights"": ""uniform""}",0.9135,0.01309580085370881,5
1,pca,128.0,knn,"{""n_neighbors"": 5, ""weights"": ""distance""}",0.917,0.013171939872319472,5
1,pca,128.0,knn,"{""n_neighbors"": 7, ""weights"": ""uniform""}",0.9099999999999999,0.016583123951776996,5
1,pca,128.0,knn,"{""n_neighbors"": 7, ""weights"": ""distance""}",0.9125,0.01466287829861515,5
1,pca,128.0,knn,"{""n_neighbors"": 11, ""weights"": ""uniform""}",0.9115,0.013472193585307506,5
1,pca,128.0,knn,"{""n_neighbors"": 11, ""weights"": ""distance""}",0.9145,0.012980754985747186,5
1,pca,256.0,logistic,"{""C"": 0.01}",0.8815000000000002,0.015779733838059497,5
1,pca,256.0,logistic,"{""C"": 0.1}",0.8905000000000001,0.013729530217745959,5
1,pca,256.0,logistic,"{""C"": 1.0}",0.8869999999999999,0.014265342617687101,5
1,pca,256.0,logistic,"{""C"": 10.0}",0.8875,0.013784048752090203,5
1,pca,256.0,logistic,"{""C"": 100.0}",0.8835,0.016477257053284084,5
1,pca,256.0,linear_svm,"{""C"": 0.01}",0.882,0.011979148550710932,5
1,pca,256.0,linear_svm,"{""C"": 0.1}",0.8765000000000001,0.012708265027138819,5
1,pca,256.0,linear_svm,"{""C"": 1.0}",0.85,0.01717556403731769,5
1,pca,256.0,linear_svm,"{""C"": 10.0}",0.8320000000000001,0.010416333327999856,5
1,pca,256.0,linear_svm,"{""C"": 100.0}",0.8244999999999999,0.007968688725254604,5
1,pca,256.0,knn,"{""n_neighbors"": 1, ""weights"": ""uniform""}",0.9205,0.008276472678623437,5
1,pca,256.0,knn,"{""n_neighbors"": 1, ""weights"": ""distance""}",0.9205,0.008276472678623437,5
1,pca,256.0,knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.9129999999999999,0.008573214099741131,5
1,pca,256.0,knn,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.9155000000000001,0.00748331477354788,5
1,pca,256.0,knn,"{""n_neighbors"": 5, ""weights"": ""uniform""}",0.9095000000000001,0.010049875621120913,5
1,pca,256.0,knn,"{""n_neighbors"": 5, ""weights"": ""distance""}",0.9125,0.010368220676663875,5
1,pca,256.0,knn,"{""n_neighbors"": 7, ""weights"": ""uniform""}",0.9099999999999999,0.01710263137648706,5
1,pca,256.0,knn,"{""n_neighbors"": 7, ""weights"": ""distance""}",0.9135,0.013747727084867494,5
1,pca,256.0,knn,"{""n_neighbors"": 11, ""weights"": ""uniform""}",0.9040000000000001,0.01337908816025967,5
1,pca,256.0,knn,"{""n_neighbors"": 11, ""weights"": ""distance""}",0.908,0.010885770528538638,5
1,pca,512.0,logistic,"{""C"": 0.01}",0.8805,0.01676305461424022,5
1,pca,512.0,logistic,"{""C"": 0.1}",0.89,0.013133925536563687,5
1,pca,512.0,logistic,"{""C"": 1.0}",0.8869999999999999,0.014265342617687101,5
1,pca,512.0,logistic,"{""C"": 10.0}",0.8859999999999999,0.014106735979665856,5
1,pca,512.0,logistic,"{""C"": 100.0}",0.883,0.017564168070250283,5
1,pca,512.0,linear_svm,"{""C"": 0.01}",0.8785000000000001,0.01250999600319679,5
1,pca,512.0,linear_svm,"{""C"": 0.1}",0.8745,0.014439529078193633,5
1,pca,512.0,linear_svm,"{""C"": 1.0}",0.8550000000000001,0.011937336386313299,5
1,pca,512.0,linear_svm,"{""C"": 10.0}",0.8414999999999999,0.016170961628796245,5
1,pca,512.0,linear_svm,"{""C"": 100.0}",0.8324999999999999,0.010954451150103347,5
1,pca,512.0,knn,"{""n_neighbors"": 1, ""weights"": ""uniform""}",0.9205,0.007648529270389175,5
1,pca,512.0,knn,"{""n_neighbors"": 1, ""weights"": ""distance""}",0.9205,0.007648529270389175,5
1,pca,512.0,knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.9125,0.008514693182963207,5
1,pca,512.0,knn,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.9145,0.007141428428542859,5
1,pca,512.0,knn,"{""n_neighbors"": 5, ""weights"": ""uniform""}",0.9075000000000001,0.01151086443322134,5
1,pca,512.0,knn,"{""n_neighbors"": 5, ""weights"": ""distance""}",0.9109999999999999,0.011895377253370327,5
1,pca,512.0,knn,"{""n_neighbors"": 7, ""weights"": ""uniform""}",0.908,0.014949916387726076,5
1,pca,512.0,knn,"{""n_neighbors"": 7, ""weights"": ""distance""}",0.9119999999999999,0.011979148550710958,5
1,pca,512.0,knn,"{""n_neighbors"": 11, ""weights"": ""uniform""}",0.9039999999999999,0.011789826122551594,5
1,pca,512.0,knn,"{""n_neighbors"": 11, ""weights"": ""distance""}",0.908,0.011000000000000001,5
1,standard_pca,16.0,logistic,"{""C"": 0.01}",0.8290000000000001,0.014882876066137198,5
1,standard_pca,16.0,logistic,"{""C"": 0.1}",0.8385,0.013095800853708804,5
1,standard_pca,16.0,logistic,"{""C"": 1.0}",0.8389999999999999,0.013564659966250557,5
1,standard_pca,16.0,logistic,"{""C"": 10.0}",0.837,0.01354621718414408,5
1,standard_pca,16.0,logistic,"{""C"": 100.0}",0.8375,0.01378404875209023,5
1,standard_pca,16.0,linear_svm,"{""C"": 0.01}",0.8045,0.02008730942660067,5
1,standard_pca,16.0,linear_svm,"{""C"": 0.1}",0.8305,0.020024984394500792,5
1,standard_pca,16.0,linear_svm,"{""C"": 1.0}",0.8385,0.02267156809750929,5
1,standard_pca,16.0,linear_svm,"{""C"": 10.0}",0.8370000000000001,0.022549944567559353,5
1,standard_pca,16.0,linear_svm,"{""C"": 100.0}",0.8360000000000001,0.023695991222145565,5
1,standard_pca,16.0,knn,"{""n_neighbors"": 1, ""weights"": ""uniform""}",0.8625,0.008944271909999161,5
1,standard_pca,16.0,knn,"{""n_neighbors"": 1, ""weights"": ""distance""}",0.8625,0.008944271909999161,5
1,standard_pca,16.0,knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.869,0.011575836902790192,5
1,standard_pca,16.0,knn,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.8755,0.012589678312014154,5
1,standard_pca,16.0,knn,"{""n_neighbors"": 5, ""weights"": ""uniform""}",0.883,0.009669539802906855,5
1,standard_pca,16.0,knn,"{""n_neighbors"": 5, ""weights"": ""distance""}",0.884,0.00768114574786859,5
1,standard_pca,16.0,knn,"{""n_neighbors"": 7, ""weights"": ""uniform""}",0.882,0.006403124237432835,5
1,standard_pca,16.0,knn,"{""n_neighbors"": 7, ""weights"": ""distance""}",0.8845000000000001,0.008276472678623394,5
1,standard_pca,16.0,knn,"{""n_neighbors"": 11, ""weights"": ""uniform""}",0.883,0.007968688725254608,5
1,standard_pca,16.0,knn,"{""n_neighbors"": 11, ""weights"": ""distance""}",0.8885,0.006442049363362591,5
1,standard_pca,32.0,logistic,"{""C"": 0.01}",0.8615,0.020408331631958553,5
1,standard_pca,32.0,logistic,"{""C"": 0.1}",0.8620000000000001,0.01258967831201417,5
1,standard_pca,32.0,logistic,"{""C"": 1.0}",0.8634999999999999,0.013472193585307457,5
1,standard_pca,32.0,logistic,"{""C"": 10.0}",0.8625,0.013784048752090194,5
1,standard_pca,32.0,logistic,"{""C"": 100.0}",0.8630000000000001,0.012589678312014168,5
1,standard_pca,32.0,linear_svm,"{""C"": 0.01}",0.8480000000000001,0.018055470085267814,5
1,standard_pca,32.0,linear_svm,"{""C"": 0.1}",0.851,0.016477257053284077,5
1,standard_pca,32.0,linear_svm,"{""C"": 1.0}",0.8585,0.014106735979665892,5
1,standard_pca,32.0,linear_svm,"{""C"": 10.0}",0.8615,0.013379088160259662,5
1,standard_pca,32.0,linear_svm,"{""C"": 100.0}",0.861,0.013564659966250548,5
1,standard_pca,32.0,knn,"{""n_neighbors"": 1, ""weights"": ""uniform""}",0.8799999999999999,0.009617692030835658,5
1,standard_pca,32.0,knn,"{""n_neighbors"": 1, ""weights"": ""distance""}",0.8799999999999999,0.009617692030835658,5
1,standard_pca,32.0,knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.893,0.005567764362830031,5
1,standard_pca,32.0,knn,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.8934999999999998,0.006041522986797306,5
1,standard_pca,32.0,knn,"{""n_neighbors"": 5, ""weights"": ""uniform""}",0.8944999999999999,0.004301162633521333,5
1,standard_pca,32.0,knn,"{""n_neighbors"": 5, ""weights"": ""distance""}",0.8959999999999999,0.004898979485566358,5
1,standard_pca,32.0,knn,"{""n_neighbors"": 7, ""weights"": ""uniform""}",0.8915,0.0037416573867739447,5
1,standard_pca,32.0,knn,"{""n_neighbors"": 7, ""weights"": ""distance""}",0.8955,0.0029154759474226684,5
1,standard_pca,32.0,knn,"{""n_neighbors"": 11, ""weights"": ""uniform""}",0.8870000000000001,0.008426149773176376,5
1,standard_pca,32.0,knn,"{""n_neighbors"": 11, ""weights"": ""distance""}",0.8915,0.012509996003196773,5
1,standard_pca,64.0,logistic,"{""C"": 0.01}",0.8809999999999999,0.014282856857085682,5
1,standard_pca,64.0,logistic,"{""C"": 0.1}",0.883,0.014089002803605373,5
1,standard_pca,64.0,logistic,"{""C"": 1.0}",0.8844999999999998,0.013910427743243541,5
1,standard_pca,64.0,logistic,"{""C"": 10.0}",0.882,0.013910427743243544,5
1,standard_pca,64.0,logistic,"{""C"": 100.0}",0.8845000000000001,0.0142653426176871,5
1,standard_pca,64.0,linear_svm,"{""C"": 0.01}",0.8710000000000001,0.014713938969562147,5
1,standard_pca,64.0,linear_svm,"{""C"": 0.1}",0.8744999999999999,0.005999999999999999,5
1,standard_pca,64.0,linear_svm,"{""C"": 1.0}",0.874,0.008154753215150032,5
1,standard_pca,64.0,linear_svm,"{""C"": 10.0}",0.865,0.011291589790636202,5
1,standard_pca,64.0,linear_svm,"{""C"": 100.0}",0.859,0.01090871211463574,5
1,standard_pca,64.0,knn,"{""n_neighbors"": 1, ""weights"": ""uniform""}",0.8875,0.00880340843082953,5
1,standard_pca,64.0,knn,"{""n_neighbors"": 1, ""weights"": ""distance""}",0.8875,0.00880340843082953,5
1,standard_pca,64.0,knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.8925000000000001,0.008215838362577492,5
1,standard_pca,64.0,knn,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.8975,0.007071067811865474,5
1,standard_pca,64.0,knn,"{""n_neighbors"": 5, ""weights"": ""uniform""}",0.8939999999999999,0.011895377253370313,5
1,standard_pca,64.0,knn,"{""n_neighbors"": 5, ""weights"": ""distance""}",0.897,0.008276472678623437,5
1,standard_pca,64.0,knn,"{""n_neighbors"": 7, ""weights"": ""uniform""}",0.8915000000000001,0.008746427842267947,5
1,standard_pca,64.0,knn,"{""n_neighbors"": 7, ""weights"": ""distance""}",0.8965,0.008154753215150029,5
1,standard_pca,64.0,knn,"{""n_neighbors"": 11, ""weights"": ""uniform""}",0.8875,0.010124228365658293,5
1,standard_pca,64.0,knn,"{""n_neighbors"": 11, ""weights"": ""distance""}",0.8945000000000001,0.011000000000000022,5
1,standard_pca,128.0,logistic,"{""C"": 0.01}",0.8825,0.01048808848170152,5
1,standard_pca,128.0,logistic,"{""C"": 0.1}",0.8870000000000001,0.010653637876331267,5
1,standard_pca,128.0,logistic,"{""C"": 1.0}",0.889,0.007999999999999993,5
1,standard_pca,128.0,logistic,"{""C"": 10.0}",0.8869999999999999,0.009669539802906843,5
